proj,year,mo,da,run,fc,fk,fb,fs,fsw,fe,fp,fa,fl,spill,outflow,fcj,fkj,turb,tempc,tempf,flps,fca,fka,fsh
BON ,1938,5,1,1,201,,,6,,,,,,,,,,,,,,,,
BON ,1938,5,2,1,227,,,2,,,,,,,,,,,,,,,,
BON ,1938,5,3,1,78,,,0,,,,,,,,,,,,,,,,
BON ,1938,5,4,1,37,,,0,,,,,,,,,,,,,,,,
BON ,1938,5,5,1,29,,,0,,,,,,,,,,,,,,,,
BON ,1938,5,6,1,24,,,0,,,,,,,,,,,,,,,,
BON ,1938,5,7,1,433,0,0,92,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,8,1,658,0,0,235,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,9,1,2073,0,0,579,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,10,1,2978,0,0,341,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,11,1,2285,0,0,366,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,12,1,1924,0,0,602,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,13,1,1540,0,54,562,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,14,1,1478,0,77,532,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,15,1,1161,0,121,422,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,16,1,1297,0,118,381,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,17,1,992,0,143,197,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,18,1,481,0,51,127,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,19,1,317,0,76,146,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,20,1,344,0,10,190,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,21,1,505,0,53,159,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,22,1,621,0,21,211,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,23,1,539,0,6,218,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,24,1,793,0,82,280,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,25,1,784,0,75,306,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,26,1,754,0,89,396,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,27,1,269,0,39,178,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,28,1,67,0,6,55,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,29,1,57,0,4,26,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,30,1,14,0,0,13,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,5,31,1,7,0,0,8,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,1,2,8,0,0,14,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,2,2,10,0,4,16,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,3,2,39,0,13,43,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,4,2,70,0,3,44,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,5,2,324,0,26,129,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,6,2,222,0,3,78,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,7,2,367,0,30,90,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,8,2,322,0,12,110,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,9,2,258,0,17,58,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,10,2,184,0,12,55,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,11,2,304,0,53,112,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,12,2,569,0,69,138,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,13,2,439,0,124,97,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,14,2,439,0,195,138,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,15,2,439,0,251,121,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,16,2,319,0,204,50,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,17,2,293,0,165,38,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,18,2,434,0,350,70,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,19,2,260,0,261,59,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,20,2,283,0,382,78,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,21,2,318,0,488,64,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,22,2,422,0,961,61,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,23,2,283,0,800,93,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,24,2,446,0,1432,89,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,25,2,218,0,1395,76,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,26,2,191,0,1761,64,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,27,2,191,0,1991,74,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,28,2,167,0,2047,97,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,29,2,159,0,2263,124,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,6,30,2,243,0,2499,102,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,1,2,159,0,2103,76,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,2,2,130,0,2777,104,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,3,2,231,0,3927,143,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,4,2,243,0,4068,224,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,5,2,128,0,2633,114,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,6,2,113,0,2687,152,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,7,2,133,0,2602,147,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,8,2,36,0,574,20,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,10,2,149,0,2220,218,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,11,2,79,0,1538,145,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,13,2,618,0,8407,809,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,14,2,471,0,4523,951,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,15,2,261,0,2561,924,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,16,2,277,0,2413,1014,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,17,2,254,0,1829,1061,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,18,2,231,0,1276,791,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,19,2,206,0,1118,867,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,20,2,239,0,1110,1217,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,21,2,231,0,1079,1186,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,22,2,201,0,809,885,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,23,2,172,0,614,1154,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,24,2,213,0,622,1519,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,25,2,270,0,545,1213,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,26,2,288,0,467,1118,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,27,2,209,0,338,794,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,28,2,212,0,287,751,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,29,2,297,0,236,608,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,30,2,264,0,275,664,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,7,31,2,241,0,215,586,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,1,3,285,0,176,590,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,2,3,189,0,195,655,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,3,3,201,0,185,939,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,4,3,163,0,176,873,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,5,3,160,0,108,709,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,6,3,88,0,70,534,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,7,3,264,0,93,1301,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,8,3,259,0,54,441,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,9,3,476,0,95,976,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,10,3,445,0,82,684,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,11,3,1102,0,122,915,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,12,3,870,0,90,703,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,13,3,747,0,85,1066,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,14,3,658,0,29,1123,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,15,3,536,0,60,1022,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,16,3,527,0,28,791,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,17,3,396,0,29,745,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,18,3,1134,0,45,1201,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,19,3,931,0,46,706,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,20,3,922,0,42,869,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,21,3,1222,0,31,1404,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,22,3,1115,0,21,708,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,23,3,1329,0,9,633,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,24,3,1234,0,29,479,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,25,3,1602,0,30,780,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,26,3,1537,0,42,1176,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,27,3,2073,0,47,1728,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,28,3,1256,0,15,1212,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,29,3,450,0,8,465,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,30,3,3120,0,34,1319,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,8,31,3,9474,0,21,2484,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,1,3,14130,0,11,4008,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,2,3,14452,0,40,4356,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,3,3,10871,0,27,3845,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,4,3,8994,0,7,2697,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,5,3,7113,0,17,2225,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,6,3,10373,0,10,2420,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,7,3,9193,0,11,1710,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,8,3,12416,0,16,1865,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,9,3,16736,0,7,2447,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,10,3,15868,0,8,2450,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,11,3,12493,0,15,2783,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,12,3,12171,0,5,2664,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,13,3,7305,0,16,1695,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,14,3,8704,0,11,1769,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,15,3,6828,0,7,1431,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,16,3,8103,0,11,1975,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,17,3,7620,0,6,1427,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,18,3,3825,0,4,1132,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,19,3,2769,0,2,709,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,20,3,1880,0,2,528,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,21,3,1272,0,0,399,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,22,3,1104,0,0,440,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,23,3,770,0,2,407,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,24,3,638,0,0,320,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,25,3,348,0,0,231,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,26,3,316,0,0,134,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,27,3,312,0,0,117,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,28,3,253,0,0,89,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,29,3,235,0,0,184,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,9,30,3,202,0,0,161,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,1,3,391,0,1,288,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,2,3,175,0,0,188,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,3,3,134,0,0,105,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,4,3,187,0,0,128,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,5,3,155,0,0,114,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,10,6,3,87,0,0,85,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,7,3,134,0,0,139,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,10,8,3,122,0,0,98,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,9,3,77,0,1,127,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,10,10,3,50,0,0,47,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,10,11,3,63,0,0,31,0,2,0,0,0,,,0,0,,,,,,,
BON ,1938,10,12,3,47,0,2,65,0,13,0,0,0,,,0,0,,,,,,,
BON ,1938,10,13,3,58,0,0,102,0,13,0,0,0,,,0,0,,,,,,,
BON ,1938,10,14,3,95,0,0,135,0,17,0,0,0,,,0,0,,,,,,,
BON ,1938,10,15,3,99,0,0,97,0,22,0,0,0,,,0,0,,,,,,,
BON ,1938,10,16,3,23,0,0,64,0,27,0,0,0,,,0,0,,,,,,,
BON ,1938,10,17,3,26,0,1,27,0,20,0,0,0,,,0,0,,,,,,,
BON ,1938,10,18,3,8,0,0,12,0,10,0,0,0,,,0,0,,,,,,,
BON ,1938,10,19,3,16,0,0,11,0,20,0,0,0,,,0,0,,,,,,,
BON ,1938,10,20,3,11,0,0,32,0,17,0,0,0,,,0,0,,,,,,,
BON ,1938,10,21,3,35,0,0,41,0,20,0,0,0,,,0,0,,,,,,,
BON ,1938,10,22,3,42,0,0,43,0,65,0,0,0,,,0,0,,,,,,,
BON ,1938,10,23,3,82,0,0,53,0,67,0,0,0,,,0,0,,,,,,,
BON ,1938,10,24,3,20,0,0,28,0,124,0,0,0,,,0,0,,,,,,,
BON ,1938,10,25,3,32,0,1,31,0,101,0,0,0,,,0,0,,,,,,,
BON ,1938,10,26,3,37,0,0,22,0,126,0,0,0,,,0,0,,,,,,,
BON ,1938,10,27,3,31,0,0,40,0,180,0,0,0,,,0,0,,,,,,,
BON ,1938,10,28,3,19,0,0,44,0,190,0,0,0,,,0,0,,,,,,,
BON ,1938,10,29,3,13,0,0,35,0,157,0,0,0,,,0,0,,,,,,,
BON ,1938,10,30,3,18,0,0,22,0,18,0,0,0,,,0,0,,,,,,,
BON ,1938,10,31,3,15,0,0,10,0,33,0,0,0,,,0,0,,,,,,,
BON ,1938,11,1,3,9,0,0,11,0,21,0,0,0,,,0,0,,,,,,,
BON ,1938,11,2,3,13,0,0,5,0,31,0,0,0,,,0,0,,,,,,,
BON ,1938,11,3,3,88,0,0,33,0,21,0,0,0,,,0,0,,,,,,,
BON ,1938,11,4,3,42,0,0,26,0,17,0,0,0,,,0,0,,,,,,,
BON ,1938,11,5,3,23,0,0,43,0,33,0,0,0,,,0,0,,,,,,,
BON ,1938,11,6,3,17,0,0,26,0,16,0,0,0,,,0,0,,,,,,,
BON ,1938,11,7,3,8,0,1,22,0,18,0,0,0,,,0,0,,,,,,,
BON ,1938,11,8,3,2,0,1,4,0,30,0,0,0,,,0,0,,,,,,,
BON ,1938,11,9,3,2,0,0,4,0,19,0,0,0,,,0,0,,,,,,,
BON ,1938,11,10,3,7,0,0,10,0,30,0,0,0,,,0,0,,,,,,,
BON ,1938,11,11,3,7,0,0,13,0,67,0,0,0,,,0,0,,,,,,,
BON ,1938,11,12,3,4,0,0,11,0,56,0,0,0,,,0,0,,,,,,,
BON ,1938,11,13,3,2,0,0,11,0,21,0,0,0,,,0,0,,,,,,,
BON ,1938,11,14,3,1,0,0,15,0,28,0,0,0,,,0,0,,,,,,,
BON ,1938,11,15,3,1,0,0,3,0,22,0,0,0,,,0,0,,,,,,,
BON ,1938,11,16,,2,0,0,5,0,22,0,0,0,,,0,0,,,,,,,
BON ,1938,11,17,,13,0,0,8,0,41,0,0,0,,,0,0,,,,,,,
BON ,1938,11,18,,6,0,0,10,0,58,0,0,0,,,0,0,,,,,,,
BON ,1938,11,19,,4,0,0,8,0,33,0,0,0,,,0,0,,,,,,,
BON ,1938,11,20,,3,0,0,18,0,62,0,0,0,,,0,0,,,,,,,
BON ,1938,11,21,,0,0,0,18,0,43,0,0,0,,,0,0,,,,,,,
BON ,1938,11,22,,0,0,0,5,0,34,0,0,0,,,0,0,,,,,,,
BON ,1938,11,23,,3,0,0,6,0,26,0,0,0,,,0,0,,,,,,,
BON ,1938,11,24,,0,0,0,2,0,13,0,0,0,,,0,0,,,,,,,
BON ,1938,11,25,,2,0,0,6,0,11,0,0,0,,,0,0,,,,,,,
BON ,1938,11,26,,1,0,0,3,0,13,0,0,0,,,0,0,,,,,,,
BON ,1938,11,27,,2,0,0,5,0,9,0,0,0,,,0,0,,,,,,,
BON ,1938,11,28,,1,0,0,6,0,3,0,0,0,,,0,0,,,,,,,
BON ,1938,11,29,,0,0,0,1,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,11,30,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,1,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,2,,1,0,0,5,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,3,,1,0,0,11,0,13,0,0,0,,,0,0,,,,,,,
BON ,1938,12,4,,6,0,0,8,0,9,0,0,0,,,0,0,,,,,,,
BON ,1938,12,5,,13,0,0,8,0,8,0,0,0,,,0,0,,,,,,,
BON ,1938,12,6,,0,0,0,5,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,7,,0,0,0,1,0,4,0,0,0,,,0,0,,,,,,,
BON ,1938,12,8,,1,0,0,2,0,6,0,0,0,,,0,0,,,,,,,
BON ,1938,12,9,,0,0,0,5,0,9,0,0,0,,,0,0,,,,,,,
BON ,1938,12,10,,1,0,0,14,0,10,0,0,0,,,0,0,,,,,,,
BON ,1938,12,11,,2,0,0,8,0,7,0,0,0,,,0,0,,,,,,,
BON ,1938,12,12,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,13,,0,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,14,,0,0,0,2,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,12,15,,0,0,0,3,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,16,,0,0,0,2,0,3,0,0,0,,,0,0,,,,,,,
BON ,1938,12,17,,0,0,0,0,0,2,0,0,0,,,0,0,,,,,,,
BON ,1938,12,18,,0,0,0,0,0,1,0,0,0,,,0,0,,,,,,,
BON ,1938,12,19,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,20,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,21,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,22,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,23,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,24,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,25,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,26,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,27,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,28,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,29,,0,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,30,,2,0,0,6,0,0,0,0,0,,,0,0,,,,,,,
BON ,1938,12,31,,0,0,0,3,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,1,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,2,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,3,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,4,,1,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,5,,0,0,0,1,0,1,0,0,0,,,0,0,,,,,,,
BON ,1939,1,6,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,7,,0,0,0,2,0,1,0,0,0,,,0,0,,,,,,,
BON ,1939,1,8,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,9,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,10,,1,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,11,,1,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,12,,1,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,13,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,14,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,15,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,16,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,17,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,18,,0,0,0,8,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,19,,1,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,20,,1,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,21,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,22,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,23,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,24,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,25,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,26,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,27,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,28,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,29,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,30,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,1,31,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,1,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,2,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,3,,0,0,0,7,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,4,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,5,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,6,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,7,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,8,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,9,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,10,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,11,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,12,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,13,,6,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,14,,0,0,0,4,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,15,,3,0,0,5,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,16,,2,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,17,,1,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,18,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,19,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,20,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,21,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,22,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,23,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,24,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,25,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,26,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,27,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,2,28,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,1,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,2,,1,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,3,,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,4,,2,0,0,9,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,5,,3,0,0,8,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,6,,1,0,0,4,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,7,,1,0,0,14,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,8,,0,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,9,,0,0,0,1,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,10,,1,0,0,7,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,11,,0,0,0,13,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,12,,4,0,0,12,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,13,,4,0,0,6,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,14,,0,0,0,2,0,0,0,0,0,,,0,0,,,,,,,
BON ,1939,3,15,1,1,0,0,16,0,0,0,0,0,,,0,0,,,,,,,
