proj,year,mo,da,run,fc,fk,fb,fs,fsw,fe,fp,fa,fl,spill,outflow,fcj,fkj,turb,tempc,tempf,flps,fca,fka,fsh
BON ,1990,8,27,3,4921,35,0,2033,0,0,0,63,0,8.1,159,386,18,5.5,21.11111111,70,,,,
BON ,1990,8,28,3,6304,34,0,2265,0,0,0,37,0,5.6,155.5,518,27,5.7,21.11111111,70,,,,
BON ,1990,8,29,3,8065,60,0,2762,0,0,0,43,0,0,126.2,694,29,4.8,21.11111111,70,,,,
BON ,1990,8,30,3,7636,78,0,2891,0,0,0,35,0,0,117.5,1050,58,4.3,21.11111111,70,,,,
BON ,1990,8,31,3,5889,69,0,2642,0,0,0,31,0,0,123.8,1031,72,4.5,21.11111111,70,,,,
BON ,1990,9,1,3,4471,63,0,2447,0,0,0,0,0,0,107.1,980,101,5.5,21.11111111,70,,,,
BON ,1990,9,2,3,5352,52,0,2278,0,0,0,0,0,0,103.3,992,95,5.8,21.11111111,70,,,,
BON ,1990,9,3,3,11118,73,0,2303,0,0,0,0,0,0,100.7,1607,124,4.5,21.11111111,70,,,,
BON ,1990,9,4,3,9857,124,0,3154,0,0,0,0,0,0,106.1,1837,244,4.7,21.11111111,70,,,,
BON ,1990,9,5,3,7366,213,0,3665,0,0,0,0,0,0,117.8,1803,505,5.8,20.55555556,69,,,,
BON ,1990,9,6,3,6547,241,0,2884,0,0,0,0,0,0,115.9,1487,529,5.5,20.55555556,69,,,,
BON ,1990,9,7,3,6277,279,0,3052,0,0,0,0,0,0,95.9,1339,447,5.8,21.66666667,71,,,,
BON ,1990,9,8,3,6416,273,0,2775,0,0,0,0,0,0,104.5,1094,390,6.2,21.11111111,70,,,,
BON ,1990,9,9,3,5314,257,0,2937,0,0,0,0,0,0,93.7,1123,336,6.1,21.66666667,71,,,,
BON ,1990,9,10,3,5541,201,0,2783,0,0,0,0,0,0,103.8,1044,322,6.5,21.66666667,71,,,,
BON ,1990,9,11,3,4720,310,0,2490,0,0,0,0,0,0,109.7,1054,410,5.8,21.66666667,71,,,,
BON ,1990,9,12,3,5880,276,0,2093,0,0,0,0,0,0,108.4,1007,465,5.5,21.11111111,70,,,,
BON ,1990,9,13,3,4920,354,1,2063,0,0,0,0,0,0,119.4,1239,553,5.5,21.11111111,70,,,,
BON ,1990,9,14,3,5146,394,0,2309,0,0,0,0,0,0,125,1358,531,6,21.11111111,70,,,,
BON ,1990,9,15,3,4706,572,0,3242,0,0,0,0,0,0,107.1,1400,653,5.5,21.11111111,70,,,,
BON ,1990,9,16,3,4667,545,0,3272,0,0,0,0,0,0,89.3,1264,601,5,20.55555556,69,,,,
BON ,1990,9,17,3,3367,484,0,2958,0,0,0,0,0,0,115.3,970,438,5.8,20.55555556,69,,,,
BON ,1990,9,18,3,4597,495,0,3028,0,0,0,0,0,0,119,1270,490,5.5,20.55555556,69,,,,
BON ,1990,9,19,3,3250,463,0,2601,0,0,0,0,0,0,115.9,1136,448,5.2,20.55555556,69,,,,
BON ,1990,9,20,3,1356,394,0,1910,0,0,0,0,0,0,115.2,794,302,5.2,20.55555556,69,,,,
BON ,1990,9,21,3,1215,413,0,2065,0,0,0,0,0,0,113.3,934,318,5.2,20.55555556,69,,,,
BON ,1990,9,22,3,1203,449,0,1934,0,0,0,0,0,0,97.9,763,327,6.8,20.55555556,69,,,,
BON ,1990,9,23,3,1943,369,0,1833,0,0,0,0,0,0,90.5,625,234,6,20.55555556,69,,,,
BON ,1990,9,24,3,1922,334,0,1371,0,0,0,0,0,0,98.9,583,227,6.2,20.55555556,69,,,,
BON ,1990,9,25,3,782,215,0,953,0,0,0,0,0,0,115.9,635,175,6.4,20.55555556,69,,,,
BON ,1990,9,26,3,294,127,0,704,0,0,0,0,0,0,115.8,405,120,6.4,20.55555556,69,,,,
BON ,1990,9,27,3,310,132,0,686,0,0,0,0,0,0,119.1,288,107,6.5,20.55555556,69,,,,
BON ,1990,9,28,3,218,114,0,576,0,0,0,0,0,0,115.8,285,89,6.2,20.55555556,69,,,,
BON ,1990,9,29,3,280,79,0,666,0,0,0,0,0,0,108.6,376,138,6,20.55555556,69,,,,
BON ,1990,9,30,3,311,77,0,781,0,0,0,0,0,0,97,366,111,6.5,20.55555556,69,,,,
BON ,1990,10,1,3,466,95,0,948,0,0,0,0,0,0,112.9,414,133,6,20,68,,,,
BON ,1990,10,2,3,352,77,0,557,0,0,0,0,0,0,108.3,243,107,5.5,20,68,,,,
BON ,1990,10,3,3,299,63,0,579,0,0,0,0,0,0,114.7,185,83,5.3,20,68,,,,
BON ,1990,10,4,3,274,89,0,394,0,0,0,0,0,0,109.3,160,70,5,18.88888889,66,,,,
BON ,1990,10,5,3,195,112,0,328,0,0,0,0,0,0,114.3,173,86,5.2,18.88888889,66,,,,
BON ,1990,10,6,3,230,96,0,435,0,0,0,0,0,0,126.1,189,92,5.4,18.33333333,65,,,,
BON ,1990,10,7,3,156,63,0,332,0,0,0,0,0,0,119,136,45,5.6,18.33333333,65,,,,
BON ,1990,10,8,3,127,86,0,300,0,0,0,0,0,0,111,143,49,5.6,17.77777778,64,,,,
BON ,1990,10,9,3,198,84,0,296,0,0,0,0,0,0,110.6,199,83,5.3,17.77777778,64,,,,
BON ,1990,10,10,3,259,132,0,294,0,0,0,0,0,0,119.3,203,153,5.3,17.77777778,64,,,,
BON ,1990,10,11,3,162,123,0,256,0,0,0,0,0,0,111.8,143,130,5.6,17.77777778,64,,,,
BON ,1990,10,12,3,119,97,0,205,0,0,0,0,0,0,100.5,120,125,5.3,17.77777778,64,,,,
BON ,1990,10,13,3,112,99,0,224,0,0,0,0,0,0,100.2,109,106,5.2,17.77777778,64,,,,
BON ,1990,10,14,3,136,58,0,197,0,0,0,0,0,0,112.1,98,85,6.4,17.77777778,64,,,,
BON ,1990,10,15,3,124,90,0,222,0,0,0,0,0,0,116.7,114,119,6,16.66666667,62,,,,
BON ,1990,10,16,3,168,114,0,178,0,0,0,0,0,0,114.1,91,102,5.8,16.66666667,62,,,,
BON ,1990,10,17,3,148,103,0,223,0,0,0,0,0,0,138.5,105,61,5.8,16.66666667,62,,,,
BON ,1990,10,18,3,107,135,0,147,0,0,0,0,0,0,100.6,67,64,4.8,16.66666667,62,,,,
BON ,1990,10,19,3,75,197,0,164,0,0,0,0,0,0,90.5,94,127,4.5,16.66666667,62,,,,
BON ,1990,10,20,3,50,96,0,147,0,0,0,0,0,0,97.6,50,94,4.5,16.11111111,61,,,,
BON ,1990,10,21,3,66,70,0,149,0,0,0,0,0,0,101.7,38,69,4.5,16.11111111,61,,,,
BON ,1990,10,22,3,51,113,0,123,0,1,0,0,0,0,115.8,98,109,4.5,15.55555556,60,,,,
BON ,1990,10,23,3,45,76,0,120,0,0,0,0,0,0,115.5,76,38,4.5,15,59,,,,
BON ,1990,10,24,3,39,58,0,85,0,0,0,0,0,0,112.3,62,34,4.5,15,59,,,,
BON ,1990,10,25,3,42,60,0,99,0,0,0,0,0,0,120.7,42,62,4.3,14.44444444,58,,,,
BON ,1990,10,26,3,55,68,0,124,0,0,0,0,0,0,102.9,42,30,6,14.44444444,58,,,,
BON ,1990,10,27,3,45,49,0,99,0,4,0,0,0,0,97.1,50,51,5.2,14.44444444,58,,,,
BON ,1990,10,28,3,55,21,0,102,0,0,0,0,0,0,98,46,44,6,14.44444444,58,,,,
BON ,1990,10,29,3,82,33,0,32,0,1,0,0,0,0,113.1,58,63,6.3,14.44444444,58,,,,
BON ,1990,10,30,3,86,60,0,71,0,1,0,0,0,0,118.6,32,88,6.3,13.88888889,57,,,,
BON ,1990,10,31,3,55,38,0,92,0,0,0,0,0,0,118.8,57,73,7,13.88888889,57,,,,
BON ,1990,11,1,3,19,60,0,67,0,1,0,0,0,0,117.8,40,58,6.5,13.88888889,57,,,,
BON ,1990,11,2,3,10,18,0,34,0,0,0,0,0,0,129.6,-2,33,6.4,13.88888889,57,,,,
BON ,1990,11,3,3,6,14,0,60,0,0,0,0,0,0,117.9,14,26,5.5,12.77777778,55,,,,
BON ,1990,11,4,3,19,14,0,73,0,4,0,0,0,0,115.2,6,38,5,12.77777778,55,,,,
BON ,1990,11,5,3,2,26,0,41,0,0,0,0,0,0,128.2,14,60,5.8,12.77777778,55,,,,
BON ,1990,11,6,3,5,6,0,41,0,0,0,0,0,0,139.9,5,34,5.2,12.22222222,54,,,,
BON ,1990,11,7,3,10,11,0,43,0,0,0,0,0,0,137.1,3,22,5,12.22222222,54,,,,
BON ,1990,11,8,3,10,11,0,23,0,0,0,0,0,0,147.7,4,11,4.8,12.22222222,54,,,,
BON ,1990,11,9,3,18,21,0,49,0,0,0,0,0,0,136.3,4,34,4.8,12.22222222,54,,,,
BON ,1990,11,10,3,19,9,0,28,0,1,0,0,0,0,116.2,6,42,5.1,12.22222222,54,,,,
BON ,1990,11,11,3,9,6,0,15,0,2,0,0,0,0,133.5,7,27,4.8,12.22222222,54,,,,
BON ,1990,11,12,3,3,15,0,33,0,3,0,0,0,0,151.3,0,28,5,12.22222222,54,,,,
BON ,1990,11,13,3,1,12,0,47,0,1,0,0,0,0,139.3,-1,29,5.5,12.22222222,54,,,,
BON ,1990,11,14,3,-3,18,0,-30,0,3,0,0,0,0,140,6,83,5,12.22222222,54,,,,
BON ,1990,11,15,3,0,10,0,28,0,3,0,0,0,0,162.3,-2,41,4.8,12.22222222,54,,,,
BON ,1991,3,15,1,0,0,0,19,0,0,0,0,0,0,230.5,0,0,5,6.111111111,43,,,,
BON ,1991,3,16,1,5,0,0,20,0,0,0,0,0,0,241.8,0,0,5.4,6.111111111,43,,,,
BON ,1991,3,17,1,4,0,0,13,0,0,0,0,0,0,225.2,0,0,4.6,6.111111111,43,,,,
BON ,1991,3,18,1,6,0,0,26,0,0,0,0,0,0,215.2,0,0,5,6.111111111,43,,,,
BON ,1991,3,19,1,3,0,0,12,0,0,0,0,0,0,218.7,0,0,5,6.111111111,43,,,,
BON ,1991,3,20,1,5,0,0,18,0,0,0,0,0,0,230.7,0,0,5,6.111111111,43,,,,
BON ,1991,3,21,1,11,0,0,24,0,0,0,0,0,0.1,198.3,0,0,5.5,5.555555556,42,,,,
BON ,1991,3,22,1,9,0,0,27,0,0,0,0,0,51.1,198.3,1,0,5,6.111111111,43,,,,
BON ,1991,3,23,1,35,0,0,40,0,0,0,0,0,53.7,194.3,0,0,5.5,6.111111111,43,,,,
BON ,1991,3,24,1,25,0,0,47,0,0,0,0,0,100.2,240.9,2,0,5,6.111111111,43,,,,
BON ,1991,3,25,1,33,0,0,69,0,0,0,0,0,84,231,0,0,4.5,6.111111111,43,,,,
BON ,1991,3,26,1,13,0,0,70,0,0,0,0,0,68.6,211.1,0,0,4.2,6.111111111,43,,,,
BON ,1991,3,27,1,40,0,0,33,0,0,0,0,0,82,224,0,0,4.6,6.666666667,44,,,,
BON ,1991,3,28,1,74,0,0,51,0,0,0,0,0,29.2,220.1,0,0,4.5,6.666666667,44,,,,
BON ,1991,3,29,1,36,0,0,31,0,0,0,0,0,0,203.7,0,0,4.8,7.222222222,45,,,,
BON ,1991,3,30,1,107,0,0,65,0,0,0,0,0,0,155,2,0,5,7.222222222,45,,,,
BON ,1991,3,31,1,188,0,0,75,0,0,0,0,0,0,188.6,2,0,5,7.222222222,45,,,,
BON ,1991,4,1,1,631,0,0,114,0,0,0,0,0,0,212.2,1,0,5,7.777777778,46,,,,
BON ,1991,4,2,1,547,0,0,60,0,0,0,0,0,0,188.9,4,0,5,7.222222222,45,,,,
BON ,1991,4,3,1,303,0,0,32,0,0,0,0,0,0,218.9,2,0,5,8.333333333,47,,,,
BON ,1991,4,4,1,517,0,0,45,0,0,0,0,0,0,179.9,1,0,4.8,8.888888889,48,,,,
BON ,1991,4,5,1,513,0,0,82,0,0,0,0,0,0,206.6,6,0,4.4,8.888888889,48,,,,
BON ,1991,4,6,1,277,0,0,80,0,0,0,0,0,0,234,0,0,4.4,8.333333333,47,,,,
BON ,1991,4,7,1,169,0,0,86,0,0,0,0,0,0,236.2,0,0,3.9,8.333333333,47,,,,
BON ,1991,4,8,1,305,0,0,58,0,0,0,0,0,0,227.6,2,0,4.7,8.333333333,47,,,,
BON ,1991,4,9,1,615,0,0,59,0,0,0,0,0,0,243.5,1,0,4.4,8.333333333,47,,,,
BON ,1991,4,10,1,668,0,0,46,0,0,0,0,0,0,217.4,3,0,4.2,8.333333333,47,,,,
BON ,1991,4,11,1,727,0,0,55,0,0,0,0,0,0,211.7,2,0,4.2,8.333333333,47,,,,
BON ,1991,4,12,1,1221,0,0,60,0,0,0,0,0,0,238.1,11,0,4,8.888888889,48,,,,
BON ,1991,4,13,1,1334,0,0,51,0,0,0,0,0,0,226.9,3,0,4.2,8.888888889,48,,,,
BON ,1991,4,14,1,1041,0,0,51,0,0,0,0,0,0,223.1,9,0,4,8.888888889,48,,,,
BON ,1991,4,15,1,1558,0,0,67,0,0,0,0,0,12.2,235.5,14,0,4,9.444444444,49,,,,
BON ,1991,4,16,1,2312,0,0,90,0,0,0,0,0,67.1,225.2,25,0,4.4,9.444444444,49,,,,
BON ,1991,4,17,1,1513,0,0,86,0,0,0,0,0,81.9,229.9,18,0,4.5,8.888888889,48,,,,
BON ,1991,4,18,1,1384,0,0,80,0,0,0,0,0,77.5,234.8,16,0,4,8.888888889,48,,,,
BON ,1991,4,19,1,2665,0,0,112,0,0,0,0,0,74.4,228.1,29,0,4,9.444444444,49,,,,
BON ,1991,4,20,1,2551,0,0,100,0,0,0,0,0,70.9,212.1,38,0,4,10,50,,,,
BON ,1991,4,21,1,3239,0,0,96,0,0,0,0,0,65.8,206.7,33,0,3.8,10,50,,,,
BON ,1991,4,22,1,3118,0,0,112,0,0,0,0,0,80.6,229.9,75,0,3.8,10,50,,,,
BON ,1991,4,23,1,1399,0,0,56,0,0,0,0,0,82.6,221.9,42,0,3.8,10,50,,,,
BON ,1991,4,24,1,1675,0,0,54,0,0,0,1,0,94.8,234.1,40,0,3.5,10,50,,,,
BON ,1991,4,25,1,1883,0,0,68,0,0,0,0,0,105.5,278.2,58,0,3.5,9.444444444,49,,,,
BON ,1991,4,26,1,2307,0,0,65,0,0,0,0,0,100.6,262.1,86,0,3.8,10,50,,,,
BON ,1991,4,27,1,2072,0,0,65,0,0,0,0,0,100.6,264.4,101,0,3,10,50,,,,
BON ,1991,4,28,1,1586,0,0,52,0,0,0,0,0,99.7,265.8,89,0,3.3,10,50,,,,
BON ,1991,4,29,1,1335,0,0,49,0,0,0,0,0,102.6,269,96,0,3.3,10.55555556,51,,,,
BON ,1991,4,30,1,1130,0,0,51,0,0,0,0,0,95.4,253.7,31,0,0.5,10.55555556,51,,,,
BON ,1991,5,1,1,979,0,0,63,0,0,0,1,0,85,233.4,55,0,3.5,10.55555556,51,,,,
BON ,1991,5,2,1,1097,0,0,58,0,0,0,1,0,97.5,251,74,0,4,11.11111111,52,,,,
BON ,1991,5,3,1,1421,0,0,62,0,0,0,6,0,90.6,228.2,113,0,3,11.11111111,52,,,,
BON ,1991,5,4,1,1018,0,0,75,0,0,0,3,0,95,254.6,156,0,3.5,11.11111111,52,,,,
BON ,1991,5,5,1,1026,0,0,62,0,0,0,5,0,83,238.7,144,0,3,11.66666667,53,,,,
BON ,1991,5,6,1,940,0,0,71,0,0,0,15,0,79.7,233.8,143,0,3.2,11.66666667,53,,,,
BON ,1991,5,7,1,817,0,0,82,0,0,0,15,0,85,239.1,172,0,3.1,11.66666667,53,,,,
BON ,1991,5,8,1,869,0,0,59,0,0,0,22,0,85.5,245,183,0,3,11.66666667,53,,,,
BON ,1991,5,9,1,616,0,0,81,0,0,0,13,0,96.5,259.1,168,0,3,12.22222222,54,,,,
BON ,1991,5,10,1,757,0,0,50,0,0,0,16,0,103.5,290.4,197,0,3.4,11.66666667,53,,,,
BON ,1991,5,11,1,710,0,0,55,0,0,0,40,0,96.9,265.2,126,0,2.5,11.66666667,53,,,,
BON ,1991,5,12,1,507,0,0,50,0,0,0,19,0,82.1,224.4,130,0,3,12.22222222,54,,,,
BON ,1991,5,13,1,485,0,0,54,0,0,0,30,0,83.9,242,114,0,3.2,12.22222222,54,,,,
BON ,1991,5,14,1,491,0,0,72,0,0,0,72,0,86.5,229.9,136,0,3.2,12.22222222,54,,,,
BON ,1991,5,15,1,536,0,0,58,0,0,0,154,0,92.2,254.6,140,0,3,12.22222222,54,,,,
BON ,1991,5,16,1,404,0,0,61,0,0,0,324,0,98.8,275.5,106,0,3.3,12.22222222,54,,,,
BON ,1991,5,17,1,479,0,0,64,0,0,0,325,0,100.8,274.6,110,0,3,12.22222222,54,,,,
BON ,1991,5,18,1,379,0,0,90,0,0,0,213,0,99.1,268.1,115,0,3,12.22222222,54,,,,
BON ,1991,5,19,1,285,0,0,77,0,0,0,1155,0,119.5,329.1,98,0,3.2,12.22222222,54,,,,
BON ,1991,5,20,1,241,0,0,50,0,0,0,4843,0,127.7,338.6,72,0,3.2,12.22222222,54,,,,
BON ,1991,5,21,1,213,0,0,58,0,0,0,2890,0,138.1,336.3,61,0,3.2,12.22222222,54,,,,
BON ,1991,5,22,1,249,0,0,65,0,0,0,1312,0,130.5,334.7,53,0,3.3,12.22222222,54,,,,
BON ,1991,5,23,1,219,0,0,49,0,0,0,301,0,147.4,338.3,28,0,2.8,13.33333333,56,,,,
BON ,1991,5,24,1,95,0,0,47,0,0,0,184,0,141.8,346.2,23,0,1.3,13.33333333,56,,,,
BON ,1991,5,25,1,73,0,0,45,0,0,0,142,0,151.2,349.7,29,0,1,13.88888889,57,,,,
BON ,1991,5,26,1,94,0,0,60,0,0,0,204,0,155.6,345.6,59,0,1,13.88888889,57,,,,
BON ,1991,5,27,1,167,0,0,97,0,0,0,3906,0,147.8,320.8,72,0,1,13.33333333,56,,,,
BON ,1991,5,28,1,264,0,0,127,0,0,0,7394,0,151.6,307.3,59,0,1.8,13.33333333,56,,,,
BON ,1991,5,29,1,307,0,0,99,0,0,0,8493,0,141.1,310.2,34,0,2,13.33333333,56,,,,
BON ,1991,5,30,1,239,0,0,132,0,0,0,2183,0,118.1,309,37,0,1.5,13.33333333,56,,,,
BON ,1991,5,31,1,173,0,0,123,0,0,0,3396,0,116.1,307.6,39,0,2.5,13.33333333,56,,,,
BON ,1991,6,1,2,214,0,0,103,0,0,0,11225,0,108.9,309.1,30,0,2.5,13.33333333,56,,,,
BON ,1991,6,2,2,193,0,0,113,0,0,0,8511,0,108.5,313.5,29,0,1.5,13.33333333,56,,,,
BON ,1991,6,3,2,155,0,0,113,0,0,0,4964,0,108.1,314.1,26,0,1.5,13.88888889,57,,,,
BON ,1991,6,4,2,185,0,1,90,0,0,0,4197,0,111.5,314.7,31,0,1.5,13.88888889,57,,,,
BON ,1991,6,5,2,232,0,0,110,0,0,0,6445,0,117.4,316.9,24,0,2,13.88888889,57,,,,
BON ,1991,6,6,2,307,0,0,106,0,0,0,21603,0,113.4,313.4,27,0,2,13.88888889,57,,,,
BON ,1991,6,7,2,306,0,5,135,0,0,0,56071,0,116.1,308,28,0,1.9,14.44444444,58,,,,
BON ,1991,6,8,2,374,0,6,114,0,0,0,89201,0,117.1,317.8,41,0,2,14.44444444,58,,,,
BON ,1991,6,9,2,343,0,14,144,0,0,0,65769,0,118.6,309.4,40,0,2.2,14.44444444,58,,,,
BON ,1991,6,10,2,383,0,33,140,0,0,0,81452,0,114.8,301.1,33,0,2.6,14.44444444,58,,,,
BON ,1991,6,11,2,464,0,70,178,0,0,0,82255,0,114.2,301.2,44,0,2.2,14.44444444,58,,,,
BON ,1991,6,12,2,454,0,48,139,0,0,0,47359,0,115.2,306.2,26,0,2.6,15.55555556,60,,,,
BON ,1991,6,13,2,401,0,63,144,0,0,0,39543,0,117.6,324.4,34,0,2.5,15,59,,,,
BON ,1991,6,14,2,329,0,84,173,0,0,0,35389,0,113.1,314.8,39,0,2.5,15,59,,,,
BON ,1991,6,15,2,244,0,110,186,0,0,0,51825,0,112.2,305.4,35,0,2,15.55555556,60,,,,
BON ,1991,6,16,2,383,0,107,156,0,0,0,59292,0,101.2,273.9,30,0,2.2,15,59,,,,
BON ,1991,6,17,2,358,0,129,152,0,0,0,64962,0,107.7,277.7,47,0,2.2,15,59,,,,
BON ,1991,6,18,2,452,0,301,215,0,0,0,82431,0,93.1,261.8,50,0,2.2,15.55555556,60,,,,
BON ,1991,6,19,2,428,0,568,229,0,0,0,74956,0,89.7,246.2,52,0,2.2,16.11111111,61,,,,
BON ,1991,6,20,2,447,0,850,256,0,0,0,34870,0,89.4,234.3,88,0,3.5,16.11111111,61,,,,
BON ,1991,6,21,2,511,0,924,296,0,0,0,38374,0,91.4,248.4,116,0,2.8,15.55555556,60,,,,
BON ,1991,6,22,2,427,0,1138,286,0,0,0,23767,0,78.7,218.5,104,0,2.7,15.55555556,60,,,,
BON ,1991,6,23,2,483,0,1582,367,0,0,0,123562,0,69.8,202.5,149,0,3.2,15.55555556,60,,,,
BON ,1991,6,24,2,483,0,1785,386,0,0,0,112595,0,76.8,214.6,99,0,3.2,15.55555556,60,,,,
BON ,1991,6,25,2,449,0,1880,279,0,0,0,87680,0,83.5,225.8,73,0,2.8,14.44444444,58,,,,
BON ,1991,6,26,2,445,0,2276,301,0,0,0,42408,0,79.7,245.5,81,0,3.2,15.55555556,60,,,,
BON ,1991,6,27,2,440,0,2915,336,0,0,0,53660,0,85.4,248.2,75,0,3,15.55555556,60,,,,
BON ,1991,6,28,2,363,0,2527,346,0,0,0,62186,0,96.1,272,87,0,3,15.55555556,60,,,,
BON ,1991,6,29,2,376,0,2648,451,0,0,0,53865,0,89.6,267.7,56,0,3,16.11111111,61,,,,
BON ,1991,6,30,2,450,0,2254,557,0,0,0,46516,0,89.4,259.8,82,0,3,16.11111111,61,,,,
BON ,1991,7,1,2,467,0,1936,550,0,0,0,32744,0,93,257,70,0,3,16.11111111,61,,,,
BON ,1991,7,2,2,321,0,2322,498,0,0,0,88436,0,106.1,287.3,93,0,2.5,17.77777778,64,,,,
BON ,1991,7,3,2,442,0,2736,557,0,0,0,42428,0,98.6,263.4,67,0,2.8,18.33333333,65,,,,
BON ,1991,7,4,2,560,0,3729,685,0,0,0,21823,0,106.2,248.7,77,0,2.5,18.88888889,66,,,,
BON ,1991,7,5,2,476,0,4632,547,0,0,0,14601,0,112,256,69,0,3,18.88888889,66,,,,
BON ,1991,7,6,2,369,0,4313,464,0,0,0,12388,0,109.4,265.3,76,0,3,18.33333333,65,,,,
BON ,1991,7,7,2,387,0,5067,648,0,0,0,17909,0,109.5,271,65,0,3.2,18.88888889,66,,,,
BON ,1991,7,8,2,406,0,4322,759,0,0,0,14867,0,100.7,252.7,54,0,3.5,18.88888889,66,,,,
BON ,1991,7,9,2,316,0,3761,848,0,0,0,16321,0,86.8,221.9,48,0,3.5,18.88888889,66,,,,
BON ,1991,7,10,2,293,0,3514,1004,0,0,0,5958,0,95.9,230.7,50,0,3.8,19.44444444,67,,,,
BON ,1991,7,11,2,219,0,3301,1075,0,0,0,6001,0,77.8,228.3,54,0,4,19.44444444,67,,,,
BON ,1991,7,12,2,265,0,2374,1074,0,0,0,6588,0,72.9,222.5,29,0,4.2,18.88888889,66,,,,
BON ,1991,7,13,2,254,0,1804,1113,0,0,0,6075,0,74.2,224.6,32,0,2.8,19.44444444,67,,,,
BON ,1991,7,14,2,270,0,1787,1514,0,0,0,3419,0,78.3,240.8,38,0,3.5,19.44444444,67,,,,
BON ,1991,7,15,2,238,0,1630,1214,0,0,0,4871,0,63,194.2,58,0,3.5,19.44444444,67,,,,
BON ,1991,7,16,2,159,2,1082,1144,0,0,0,2713,0,72.9,208.5,28,0,3.5,19.44444444,67,,,,
BON ,1991,7,17,2,124,0,764,1230,0,0,0,2301,0,49.2,179.4,29,0,3.8,19.44444444,67,,,,
BON ,1991,7,18,2,160,0,722,1717,0,0,0,1448,0,22.2,147.4,29,0,4,19.44444444,67,,,,
BON ,1991,7,19,2,151,0,612,1767,0,0,0,726,0,26.1,153.6,23,0,4.4,20,68,,,,
BON ,1991,7,20,2,171,0,576,2346,0,0,0,763,0,41.1,167.6,32,0,4.7,20,68,,,,
BON ,1991,7,21,2,201,0,505,2550,0,0,0,705,0,31.3,158.3,49,0,4.5,20,68,,,,
BON ,1991,7,22,2,205,0,384,2110,0,0,0,687,0,40.5,155,18,0,4.2,19.44444444,67,,,,
BON ,1991,7,23,2,200,1,337,2222,0,0,0,739,0,45.4,164,34,0,4.5,20,68,,,,
BON ,1991,7,24,2,195,0,255,3133,0,0,0,651,0,63.3,186.5,30,0,3.5,20.55555556,69,,,,
BON ,1991,7,25,2,148,0,211,3055,0,0,0,516,0,42.3,175,35,0,3.5,21.11111111,70,,,,
BON ,1991,7,26,2,114,0,252,2411,0,0,0,383,0,34.9,169.9,20,0,3.5,20.55555556,69,,,,
BON ,1991,7,27,2,146,0,190,2816,0,0,0,552,0,12.6,143.1,34,0,3.4,20.55555556,69,,,,
BON ,1991,7,28,2,127,0,209,2206,0,0,0,411,0,5.4,139.8,45,0,4,21.11111111,70,,,,
BON ,1991,7,29,2,147,0,176,3642,0,0,0,314,0,36.3,170.5,28,0,4,21.11111111,70,,,,
BON ,1991,7,30,2,169,1,132,3817,0,0,0,240,0,50.2,181.6,32,1,4,20.55555556,69,,,,
BON ,1991,7,31,2,118,0,64,3471,0,0,0,257,0,52.3,177.9,34,0,3.8,20.55555556,69,,,,
BON ,1991,8,1,3,276,0,76,5271,0,0,0,230,0,51.8,186.9,34,0,3.8,21.11111111,70,,,,
BON ,1991,8,2,3,239,0,74,4718,0,0,0,359,0,11.4,142.6,42,0,4,21.11111111,70,,,,
BON ,1991,8,3,3,203,0,46,3678,0,0,0,151,0,7.1,146.3,37,0,4,21.11111111,70,,,,
BON ,1991,8,4,3,314,0,42,3895,0,0,0,156,0,0,130.2,50,0,4,21.66666667,71,,,,
BON ,1991,8,5,3,261,0,31,3852,0,0,0,144,0,7.3,142.3,29,0,5,21.66666667,71,,,,
BON ,1991,8,6,3,285,0,27,4424,0,0,0,116,0,18,156.2,27,0,4,21.66666667,71,,,,
BON ,1991,8,7,3,269,0,12,3586,0,0,0,73,0,39.1,172.4,30,0,4,21.66666667,71,,,,
BON ,1991,8,8,3,256,0,11,3618,0,0,0,56,0,38.6,176.8,37,0,4.5,22.22222222,72,,,,
BON ,1991,8,9,3,228,0,17,4294,0,0,0,44,0,21.5,165.8,37,0,4.2,22.22222222,72,,,,
BON ,1991,8,10,3,363,0,16,4216,0,0,0,36,0,43.1,190.6,45,0,4.3,22.22222222,72,,,,
BON ,1991,8,11,3,262,0,4,2958,0,0,0,53,0,50.2,196.1,24,0,4,21.66666667,71,,,,
BON ,1991,8,12,3,283,2,2,3821,0,0,0,47,0,57.8,192.3,33,0,4.5,21.66666667,71,,,,
BON ,1991,8,13,3,253,0,19,3558,0,0,0,52,0,51.6,181.2,43,1,4.7,21.66666667,71,,,,
BON ,1991,8,14,3,270,2,5,2821,0,0,0,39,0,62.8,198.8,39,1,4.7,22.22222222,72,,,,
BON ,1991,8,15,3,482,1,10,3264,0,0,0,39,0,46.2,179.2,56,0,4.7,22.22222222,72,,,,
BON ,1991,8,16,3,634,4,9,3633,0,0,0,43,0,17.3,166.3,63,1,4.9,22.22222222,72,,,,
BON ,1991,8,17,3,536,6,8,2653,0,0,0,22,0,32.3,155.7,46,2,5.1,22.22222222,72,,,,
BON ,1991,8,18,3,482,13,3,2719,0,0,0,62,0,9.2,134.1,47,3,5.2,22.22222222,72,,,,
BON ,1991,8,19,3,544,1,6,2376,0,0,0,22,0,19.6,145.9,66,1,4.8,22.77777778,73,,,,
BON ,1991,8,20,3,714,1,6,4856,0,0,0,26,0,14,149,74,1,5.2,22.22222222,72,,,,
